2019-04-24 21:35:36.643 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.yxc.servie.UserServiceTest], using SpringBootContextLoader
2019-04-24 21:38:15.924 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.yxc.servie.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2019-04-24 21:38:15.926 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.yxc.servie.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2019-04-24 21:38:16.668 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.yxc.SpringBootProjectApplication for test class com.yxc.servie.UserServiceTest
2019-04-24 21:38:17.048 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2019-04-24 21:38:17.095 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@be35cd9, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4944252c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@44821a96, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@a3d8174, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ba9117e, org.springframework.test.context.transaction.TransactionalTestExecutionListener@732c2a62, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@272ed83b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@41fecb8b, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@120f102b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@625732, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@51dcb805, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@66498326]
2019-04-24 21:38:18.703 [main] INFO  com.yxc.servie.UserServiceTest - Starting UserServiceTest on DESKTOP-8NTV36D with PID 16476 (started by yangx in C:\work\spring-boot-demo\spring-boot-project)
2019-04-24 21:38:18.704 [main] INFO  com.yxc.servie.UserServiceTest - No active profile set, falling back to default profiles: default
2019-04-24 21:38:21.203 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-04-24 21:38:21.218 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-04-24 21:38:21.354 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 88ms. Found 0 repository interfaces.
2019-04-24 21:38:22.197 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$f2b83545] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 21:38:22.296 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$2c4c7717] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 21:38:22.483 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================redissonSingle==============================
2019-04-24 21:38:22.483 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================timeout:3000
2019-04-24 21:38:22.483 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================pingTimeout:30000
2019-04-24 21:38:22.483 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionPoolSize:64
2019-04-24 21:38:22.483 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================idleConnectionTimeout:10000
2019-04-24 21:38:22.504 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectTimeout:30000
2019-04-24 21:38:22.505 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================reconnectionTimeout:30000
2019-04-24 21:38:22.506 [main] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionMinimumIdleSize:10
2019-04-24 21:38:23.164 [main] INFO  org.redisson.Version - Redisson 3.5.0
2019-04-24 21:38:23.925 [redisson-netty-1-5] INFO  org.redisson.connection.pool.MasterConnectionPool - 10 connections initialized for /127.0.0.1:6379
2019-04-24 21:38:23.925 [redisson-netty-1-7] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for /127.0.0.1:6379
2019-04-24 21:38:24.257 [main] INFO  com.yxc.common.redis.RedisConfig - Create JedisConnectionFactory successful
2019-04-24 21:38:25.046 [main] INFO  com.yxc.common.utils.SpringBeanUtil - ========ApplicationContext配置成功,applicationContext=:org.springframework.web.context.support.GenericWebApplicationContext@1b919693, started on Wed Apr 24 21:38:18 CST 2019
2019-04-24 21:38:25.061 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2019-04-24 21:38:25.103 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2019-04-24 21:38:25.156 [main] INFO  com.yxc.common.redis.RedisConfig - JedisPool init successful，host -> [127.0.0.1]；port -> [5672]
2019-04-24 21:38:25.183 [main] INFO  com.yxc.common.redis.RedisConfig - 初始化CacheManager -> [CacheManager RedisCacheManager Start]
2019-04-24 21:38:25.222 [main] INFO  com.yxc.common.redis.RedisConfig - 初始化 -> [Redis CacheErrorHandler]
2019-04-24 21:38:25.231 [main] INFO  com.yxc.common.utils.SpringBeanUtil - ========ApplicationContext配置成功,applicationContext=:org.springframework.web.context.support.GenericWebApplicationContext@1b919693, started on Wed Apr 24 21:38:18 CST 2019
2019-04-24 21:38:28.315 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1]
2019-04-24 21:38:28.457 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: connectionFactory#7a0ef219:0/SimpleConnection@7e52a26b [delegate=amqp://guest@127.0.0.1:5672/, localPort= 50774]
2019-04-24 21:38:28.605 [main] INFO  com.yxc.servie.UserServiceTest - Started UserServiceTest in 11.385 seconds (JVM running for 14.978)
2019-04-24 21:38:29.303 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-04-24 21:38:29.570 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第1个user==:User{userId=8, userName='张三', userAddress='北京市昌平区'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第2个user==:User{userId=9, userName='李小四', userAddress='北京市朝阳区'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第3个user==:User{userId=10, userName='王儿五', userAddress='河北省保定市'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第4个user==:User{userId=11, userName='司马图', userAddress='河北省邯郸市'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第5个user==:User{userId=12, userName='周艳', userAddress='河北省邯郸市'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第6个user==:User{userId=13, userName='文会山', userAddress='黑龙江省哈尔滨市'}
2019-04-24 21:38:29.629 [main] INFO  com.yxc.servie.UserServiceTest - 第7个user==:User{userId=14, userName='吕贵', userAddress='黑龙江省齐齐哈尔市'}
2019-04-24 21:38:29.656 [Thread-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2019-04-24 21:38:30.588 [Thread-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2019-04-24 21:38:30.596 [Thread-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2019-04-24 21:38:30.604 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'executor'
2019-04-24 21:38:30.604 [Thread-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2019-04-24 21:38:30.610 [Thread-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2019-04-24 22:06:21.608 [main] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 22:06:22.200 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 22:06:22.977 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - Starting SpringBootProjectApplication on DESKTOP-8NTV36D with PID 4960 (C:\work\spring-boot-demo\spring-boot-project\target\classes started by yangx in C:\work\spring-boot-demo\spring-boot-project)
2019-04-24 22:06:22.979 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - No active profile set, falling back to default profiles: default
2019-04-24 22:06:23.096 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-04-24 22:06:23.096 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-04-24 22:06:24.834 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-04-24 22:06:24.840 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-04-24 22:06:24.913 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 50ms. Found 0 repository interfaces.
2019-04-24 22:06:25.342 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$29b4fe94] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 22:06:25.411 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$63494066] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 22:06:26.128 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
2019-04-24 22:06:26.146 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
2019-04-24 22:06:26.157 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-04-24 22:06:26.158 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2019-04-24 22:06:26.167 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\sorft\Java\jdk\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\sorft\Java\jdkbin;C:\sorft\apache-maven-3.5.2bin;C:\sorft\Java\jdk\jre\bin;C:\sorft\Git\cmd;C:\sorft\TortoiseSVN\bin;C:\sorft\gradle-5.3.1\bin;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.2 & MySQL Utilities 1.5.2 1.5\;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.2 & MySQL Utilities 1.5.2 1.5\Doctrine extensions for PHP\;C:\Users\yangx\AppData\Local\Microsoft\WindowsApps;;.]
2019-04-24 22:06:26.412 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/yxcproject] - Initializing Spring embedded WebApplicationContext
2019-04-24 22:06:26.412 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3316 ms
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================redissonSingle==============================
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================timeout:3000
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================pingTimeout:30000
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionPoolSize:64
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================idleConnectionTimeout:10000
2019-04-24 22:06:26.525 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectTimeout:30000
2019-04-24 22:06:26.526 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================reconnectionTimeout:30000
2019-04-24 22:06:26.526 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionMinimumIdleSize:10
2019-04-24 22:06:26.942 [restartedMain] INFO  org.redisson.Version - Redisson 3.5.0
2019-04-24 22:06:27.628 [redisson-netty-1-7] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for /127.0.0.1:6379
